titolo,categoria,ingredienti
Pennette al ragù di tacchino,PRIMI PIATTI,"['Pennette Rigate 320 g', 'Tacchino polpa macinata 500 g', 'Carote 60 g', 'Sedano 60 g', 'Cipolle bianche 60 g', 'Aglio 1 spicchio', 'Olio extravergine di oliva 50 g', 'Vino bianco 80 g', 'Salvia q.b.', 'Rosmarino q.b.', 'Timo q.b.', ""Pomodori secchi sott'olio 40 g"", 'Sale fino q.b.', 'Pepe nero q.b.', 'Acqua 1,5 l', 'Tacchino scarti e ossa 400 g', 'Carote 30 g', 'Sedano 30 g', 'Cipolle bianche 30 g', 'Prezzemolo q.b.', 'Sale fino q.b.']"
Bocconcini di sfoglia con formaggio e miele,ANTIPASTI,"['Pasta Sfoglia tonda 230 g', 'Caprino 80 g', 'Miele di castagno 60 g', 'Timo q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Pepe nero q.b.', 'Tuorli 1', 'Latte intero 1 cucchiaio']"
Bruschette di patate dolci,ANTIPASTI,"['Patate dolci (o americane) 300 g', 'Brie 125 g', 'Lamponi 150 g', 'Zucchero di canna 1 cucchiaino', 'Peperoncino in polvere 1 pizzico', 'Nocciole sgusciate 20 g', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Rosmarino q.b.', 'Pepe nero q.b.']"
Torta degli addobbi,DOLCI,"['Latte intero 1 l', 'Riso Carnaroli 160 g', 'Zucchero 300 g', 'Mandorle tritate 100 g', 'Amaretti sbriciolati 100 g', 'Cedro candito 100 g', 'Panna fresca liquida 100 g', 'Uova (circa 7) 385 g', 'Tuorli (circa 3) 45 g', 'Baccello di vaniglia 1', 'Scorza di limone 1', 'Zucchero 100 g', 'Acqua 100 g', 'Amaretto (liquore) 50 g']"
Spiedini di speck e mele,ANTIPASTI,"['Mele Evelina 1', 'Speck 15 fette', 'Salvia 10 foglie', 'Olio extravergine di oliva 40 g', 'Timo 2 rametti', 'Rosmarino 1 rametto', 'Aglio 1 spicchio']"
Pizza di polenta,PIATTI UNICI,"['Farina istantanea per polenta 375 g', 'Acqua 1,5 l', 'Olio extravergine di oliva q.b.', 'Sale fino 3 cucchiaini', 'Zucca delica 220 g', 'Cavoletti di Bruxelles 200 g', 'Funghi champignon 180 g', 'Funghi finferli (gallinacci) 100 g', 'Scalogno 1', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Pepe nero q.b.', 'Cavolo nero 100 g', ""Pomodori secchi sott'olio (non sgocciolati) 50 g"", 'Peperoncino fresco 1', 'Sale fino q.b.', 'Mozzarella 400 g', 'Taleggio 300 g', 'Gherigli di noci 30 g', 'Timo q.b.', 'Pepe nero q.b.']"
Terrine gratinate di polenta e funghi porcini,ANTIPASTI,"['Funghi porcini 200 g', 'Aglio 1 spicchio', 'Olio extravergine di oliva 30 g', 'Pepe nero q.b.', 'Sale fino q.b.', 'Timo q.b.', 'Scamorza (provola) 170 g', 'Farina di mais 350 g', 'Acqua 1,5 l', 'Sale grosso 1 pizzico']"
Gamberi in padella,SECONDI PIATTI,"['Gamberi (da pulire) 700 g', 'Aglio 2 spicchi', 'Prezzemolo 1 ciuffo', 'Scorza di limone q.b.', 'Vino bianco secco 100 g', 'Olio extravergine di oliva 25 g', 'Sale fino q.b.']"
Grissini tricolore,ANTIPASTI,"['Farina 00 115 g', 'Farina di grano duro 65 g', 'Triplo concentrato di pomodoro 50 g', 'Acqua 100 g', 'Lievito di birra fresco 4 g', 'Olio extravergine di oliva 15 g', 'Sale fino 3 g', 'Farina 00 150 g', 'Farina di grano duro 65 g', 'Acqua 100 g', 'Lievito di birra fresco 4 g', 'Olio extravergine di oliva 15 g', 'Sale fino 3 g', 'Farina 00 150 g', 'Farina di grano duro 80 g', 'Spinaci 165 g', 'Lievito di birra fresco 4 g', 'Olio extravergine di oliva 15 g', 'Sale fino 3 g', 'Acqua q.b.', 'Semi di sesamo q.b.']"
Torta delle rose con lievito madre,LIEVITATI,"['Burro a pomata 100 g', 'Zucchero a velo 80 g', 'Baccello di vaniglia 1', 'Tuorli 20 g', 'Sale fino 0,5 g', 'Burro a pomata 200 g', 'Uova 25 g', 'Sale fino 5 g', 'Pasta di arance 18 g', 'Miele 18 g', 'Baccello di vaniglia 1', 'Farina Manitoba (con 14 g di proteine e W tra 360 e 380) 300 g', ""Lievito madre (già rinfrescato 2 volte nell'arco della giornata) 90 g"", 'Zucchero 80 g', 'Lievito di birra fresco 5 g', 'Uova 190 g', 'Malto 2 g', 'Zucchero 65 g', 'Tuorli 25 g', 'Latte intero 15 g']"
Schiscetta con couscous e salmone,PIATTI UNICI,"['Cous cous 70 g', 'Filetto di salmone grigliato 100 g', 'Peperoni gialli 70 g', 'Zucchine 30 g', 'Carote 20 g', ""Pomodori secchi sott'olio 15 g"", 'Olive nere denocciolate 5', 'Curcuma in polvere 1 pizzico', 'Acqua q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Pepe nero q.b.']"
Spaghettini con manzo marinato e verdure,PRIMI PIATTI,"['Spaghettini 200 g', 'Friggitelli 100 g', 'Peperoni rossi 120 g', 'Carote 100 g', 'Germogli di soia 60 g', 'Salsa di soia 30 g', 'Fettine di manzo 500 g', 'Aglio 1 spicchio', 'Zenzero fresco (da grattugiare) 5 g', 'Olio di sesamo 50 g', 'Salsa di soia q.b.', 'Pepe nero q.b.']"
Creme brulée al cioccolato,DOLCI,"['Cioccolato fondente 200 g', 'Panna fresca liquida 200 g', 'Latte intero 200 ml', 'Zucchero 80 g', 'Zucchero di canna q.b.', 'Tuorli 1']"
Riso saltato con gamberi e anacardi,PRIMI PIATTI,"['Riso Basmati 200 g', 'Gamberi code 200 g', 'Anacardi 150 g', 'Fagiolini 100 g', 'Carote 1', 'Peperoni rossi 100 g', 'Peperoncino fresco 1', 'Cipollotto fresco 100 g', 'Aglio 1 spicchio', 'Uova 2', 'Sale fino q.b.', 'Pepe nero q.b.', 'Salsa di soia dolce 100 g', 'Olio di semi 25 g', 'Zenzero fresco (da pulire) 50 g', 'Lemongrass 20 g', 'Salsa di soia dolce 20 g', 'Succo di lime 15 g', 'Miele 10 g']"
"Pasta al tonno, erbette e pomodorini",PRIMI PIATTI,"['Spaghetti 5 cereali 320 g', 'Tonno rosso fresco 400 g', 'Erbette amare 120 g', 'Pomodorini ciliegino 160 g', 'Pomodorini gialli 160 g', 'Vino bianco 50 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Aglio 1 spicchio', 'Peperoncino fresco 1', 'Menta q.b.']"
"Crostoni con verza, casera e speck",ANTIPASTI,"['Pane integrale multi-cereali (50 g ciascuna) 6 fette', 'Verza 320 g', 'Speck 40 g', 'Valtellina Casera stagionato 50 g', 'Uvetta 50 g', 'Pinoli 30 g', 'Aglio 1 spicchio', 'Peperoncino fresco 1', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.']"
Cheesecake foresta nera,DOLCI,"['Biscotti secchi al cioccolato 180 g', 'Burro 80 g', 'Formaggio fresco spalmabile 225 g', 'Gocce di cioccolato fondente 225 g', 'Uova medie 3', 'Zucchero a velo 75 g', 'Gelatina in fogli 12 g', 'Panna fresca liquida 2 cucchiai', 'Panna fresca liquida 250 ml', 'Gelatina in fogli 8 g', 'Zucchero a velo 1 cucchiaio', 'Amarene sciroppate sgocciolate 250 g', 'Amarene sciroppo 100 ml', 'Gelatina in fogli 6 g', 'Ciliegie sotto spirito 12', 'Panna fresca liquida 100 ml', 'Codette al cioccolato 2 cucchiai']"
Pancake bicolore,DOLCI,"['Burro 25 g', 'Farina 00 100 g', 'Lievito in polvere per dolci 6 g', 'Latte intero a temperatura ambiente 200 g', 'Zucchero 15 g', 'Uova (medie) 2', 'Farina 00 25 g', 'Cacao amaro in polvere 15 g', 'Sciroppo di acero q.b.']"
Cosce di pollo infuocate,SECONDI PIATTI,"['Cosce di pollo 1 kg', 'Peperoni rossi varietà cornetto 200 g', 'Prezzemolo 1 mazzetto', 'Lime q.b.', 'Yogurt greco 400 g', 'Lime succo e scorza 1', 'Peperoncino in polvere di Cayenna 4 cucchiaini', 'Paprika affumicata 2 cucchiaini', 'Curcuma in polvere 2 cucchiaini', 'Sale fino 3 cucchiaini', 'Pepe nero 1 cucchiaino', 'Timo q.b.', 'Erba cipollina q.b.']"
Torta al caramello salato,DOLCI,"['Farina di mandorle 150 g', 'Farina 00 150 g', 'Burro freddo 150 g', 'Zucchero 150 g', 'Uova 1', ""Scorza d'arancia 10 g"", 'Sale fino 3 g', 'Arachidi salate tostate 90 g', 'Panna fresca liquida 80 g', 'Zucchero (75 g + 65 g) 140 g', 'Marzapane 75 g', ""Scorza d'arancia 5 g"", 'Uova 1', 'Zucchero 20 g', 'Sale fino 5 g', 'Oro alimentare foglie q.b.']"
Panino con roast beef e cipolle caramellate,PIATTI UNICI,"['Controfiletto di manzo 1 kg', 'Rosmarino 15 rametti', 'Salvia 3 rametti', 'Aglio 1', 'Sale fino q.b.', 'Alloro 4 foglie', 'Cipolle dorate 3', 'Burro 30 g', 'Brandy 20 g', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Burro 30 g', 'Farina 00 30 g', 'Latte intero 300 g', 'Formaggio comté 150 g', 'Parmigiano Reggiano DOP 30 g', 'Tuorli 2', 'Pepe nero q.b.', 'Panini michette 4']"
Noodles di zucchine e carote con tonno e pomodoro,ANTIPASTI,"[""Tonno sott'olio sgocciolato 150 g"", 'Carote 200 g', 'Zucchine 200 g', 'Pomodorini ciliegino 140 g', 'Olio extravergine di oliva 20 g', 'Sale fino q.b.']"
Crispelle,ANTIPASTI,"['Farina 0 300 g', 'Acqua 200 ml', 'Lievito di birra secco (oppure 11 g se fresco) 3 g', 'Sale 8 g', 'Zucchero 1 pizzico', 'Olio di semi di arachide per friggere 1 l']"
Linguine aglio olio e peperoncino con gamberi,PRIMI PIATTI,"['Linguine 320 g', 'Gamberi (da pulire) 600 g', 'Aglio 1 spicchio', 'Peperoncino fresco 1', 'Scorza di limone (da grattugiare) 1', 'Burro 60 g', 'Parmigiano Reggiano DOP (da grattugiare) 20 g', 'Prezzemolo (foglie e gambi) q.b.', 'Basilico q.b.', 'Acqua calda q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.']"
Stinco di maiale in salsa barbecue,SECONDI PIATTI,"['Stinco di maiale 800 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Cipolle rosse 300 g', 'Salsa barbecue 100 g', 'Timo (facoltativo) q.b.', 'Patate dolci (o americane) 500 g', 'Olio extravergine di oliva 10 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Paprika affumicata q.b.', 'Aglio 1 spicchio']"
Piadina con zucchine e stracchino,PIATTI UNICI,"[""Piadine Sfogliatissime all'olio EVO 2"", 'Zucchine 400 g', 'Stracchino 250 g', 'Gherigli di noci 50 g', 'Glassa di aceto balsamico q.b.', 'Sale fino q.b.']"
Insalata di mele e spinacini,INSALATE,"['Mele Red Delicious 250 g', 'Spinacini 100 g', 'Mandorle pelate 60 g', 'Primosale 150 g', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Miele millefiori q.b.']"
Sformatini di cardi,ANTIPASTI,"['Cardi 800 g', 'Prosciutto cotto a dadini 30 g', 'Provola 30 g', 'Parmigiano Reggiano DOP da grattugiare 100 g', 'Cipolle bianche 1', 'Aglio 1 spicchio', 'Carote 1', 'Uova 4', 'Limoni 1', 'Sale fino q.b.', 'Pepe nero q.b.', 'Brodo vegetale q.b.', 'Olio extravergine di oliva q.b.', 'Burro q.b.']"
Strudel estivo di pesche,DOLCI,"['Farina 00 150 g', 'Uova (1 medio) 55 g', 'Acqua a temperatura ambiente 30 g', 'Olio extravergine di oliva 10 g', 'Sale fino 1 pizzico', 'Pesche 1 kg', 'Noci pecan 70 g', 'Pangrattato 100 g', 'Zucchero di canna 50 g', 'Burro 50 g', 'Scorza di limone 1', 'Estratto di vaniglia 1 cucchiaino', 'Burro 40 g', 'Zucchero a velo q.b.']"
"Insalata di pasta con pere, pancetta e noci",PRIMI PIATTI,"['Mezze Penne Rigate Integrali 380 g', 'Pere 400 g', 'Pancetta affumicata 100 g', 'Gherigli di noci 50 g', 'Sale fino q.b.', 'Olio extravergine di oliva 60 g', 'Timo 1 rametto', 'Pepe rosa q.b.', 'Pecorino dolce, media stagionatura 100 g']"
Spaghetti con cozze alla catalana,PRIMI PIATTI,"['Spaghetti 320 g', 'Cozze 1 kg', 'Pomodorini ciliegino 200 g', 'Aceto di vino bianco 5 g', 'Sale fino q.b.', 'Cipolle rosse 200 g', 'Succo di limone 20 g', 'Olio extravergine di oliva 40 g', 'Basilico 6 foglie', 'Acqua fredda 250 g', 'Basilico 3 foglie']"
Parmigiana nel panino,PIATTI UNICI,"['Panini di grano duro 4', 'Melanzane 300 g', 'Passata di pomodoro 400 g', 'Parmigiano Reggiano DOP 100 g', 'Aglio 1 spicchio', 'Basilico q.b.', 'Sale fino q.b.', 'Olio extravergine di oliva q.b.', 'Olio di semi per friggere le melanzane q.b.']"
Terrina di pesce e spinaci,ANTIPASTI,"['Filetto di salmone 300 g', 'Orata da 200 grammi 1', 'Pesce Persico 200 g', 'Spinaci 700 g', 'Ricotta vaccina 200 g', 'Panna fresca liquida 300 ml', 'Vino bianco 60 g', 'Gelatina in fogli 17 g', 'Acciughe (alici) 4 filetti', 'Olio extravergine di oliva q.b.', 'Prezzemolo q.b.', 'Aglio 5 spicchi', 'Sale fino q.b.', 'Pepe nero q.b.']"
Penne di legumi con crema di avocado e mozzarella,PRIMI PIATTI,"['Penne di lenticchie rosse 250 g', 'Mozzarella 120 g', 'Avocado 140 g', 'Pomodorini gialli 150 g', 'Olio extravergine di oliva 40 g', 'Succo di limone 30 g', 'Olive taggiasche snocciolate 50 g', 'Aneto q.b.', 'Timo q.b.', 'Sale fino q.b.', 'Pepe nero q.b.']"
Crostata alle arance caramellate,DOLCI,"['Burro (freddo di frigo) 170 g', 'Farina 00 300 g', 'Latte condensato 115 g', 'Tuorli 1', ""Scorza d'arancia (non trattata) 1"", 'Sale fino 1 pizzico', 'Latte intero 400 ml', 'Latte condensato 200 g', 'Amido di mais (maizena) 60 g', 'Tuorli 3', ""Scorza d'arancia (non trattata) 1"", 'Arance 1 kg', 'Zucchero integrale di canna 70 g']"
Tiramisù all'ananas,DOLCI,"['Ananas sciroppato 500 g', 'Mascarpone 500 g', 'Scorza di lime 1', 'Savoiardi (circa 8) 68 g', 'Cacao amaro in polvere per spolverizzare q.b.']"
Carote alla senape,CONTORNI,"['Carote 600 g', 'Aceto di vino bianco 150 g', 'Vino bianco 200 g', 'Acqua 700 g', 'Aglio 2 spicchi', 'Olio extravergine di oliva 2 cucchiai', 'Prezzemolo 3 ciuffi', 'Alloro 4 foglie', 'Senape 20 g', 'Sale fino q.b.', 'Zucchero 1 cucchiaino', 'Pepe nero q.b.']"
Trancio di ombrina grigliato,SECONDI PIATTI,"['Ombrina 3 tranci per un totale di 600 g', 'Pomodorini datterini 330 g', 'Olive nere denocciolate 100 g', 'Olio extravergine di oliva 70 g', 'Timo 2 rametti', 'Origano secco 10 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Acqua 50 g']"
Filetti di pezzogna all'acqua pazza con purè di patate,SECONDI PIATTI,"['Pezzogna già eviscerata 800 g', 'Pomodorini datterini 250 g', 'Prezzemolo q.b.', 'Aglio 1 spicchio', 'Vino bianco 40 g', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Prezzemolo (solo i gambi) q.b.', 'Pepe bianco q.b.', 'Acqua 60 g', 'Patate 350 g', 'Scorza di limone di Sorrento 1', 'Sale fino q.b.', 'Pepe bianco q.b.', 'Olio extravergine di oliva q.b.', 'Prezzemolo (solo le foglie) q.b.']"
Spaghetti al sugo di polpo,PRIMI PIATTI,"['Spaghetti 400 g', 'Polpo (già pulito) 1 kg', 'Passata di pomodoro 500 g', 'Concentrato di pomodoro 20 g', 'Cipolle dorate 100 g', 'Carote 80 g', 'Sedano 40 g', 'Pane mollica 30 g', 'Peperoncino fresco 1', 'Prezzemolo 1 ciuffo', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.']"
Cremoso al caffè con biscotto alle mandorle,DOLCI,"['Latte intero 200 ml', 'Tuorli 125 g', 'Caffè 100 ml', 'Panna fresca liquida 100 ml', 'Zucchero 75 g', 'Gelatina in fogli 10 g', 'Farina di mandorle 150 g', 'Zucchero a velo 140 g', 'Albumi 1', ""Scorza d'arancia 1"", 'Miele 1 cucchiaino', 'Sale fino q.b.', 'Cioccolato fondente 50 g', 'Caffè 25 ml', 'Panna fresca liquida 25 ml']"
Waffle sandwich alla Nutella,DOLCI,"['Panna fresca liquida 500 ml', 'Farina 00 380 g', 'Zucchero a velo 350 g', 'Estratto di vaniglia 10 g', 'Cannella in polvere 1 cucchiaino', 'Amido di mais (maizena) 16 g', 'Nutella q.b.']"
Prosciutto e ananas,ANTIPASTI,"['Ananas fresco (maturo e grosso) 1', 'Prosciutto crudo dolce tagliato sottile 200 g', 'Menta q.b.']"
Cacciucco toscano,PIATTI UNICI,"['Polpo 800 g', 'Cicale di mare 350 g', 'Seppie pulite 260 g', 'Coda di rospo pulita 500 g', 'Gallinella pulita 250 g', 'Triglie pulite 200 g', 'Pesce del prete pulito 200 g', 'Scorfano intero 800 g', 'Tracina pulita 200 g', 'Cozze 550 g', 'Scampi interi 450 g', 'Gamberi interi 200 g', 'Moscardini puliti 300 g', 'Basilico q.b.', 'Vino bianco 1 bicchiere', 'Concentrato di pomodoro 1 cucchiaino', 'Passata di pomodoro 500 g', 'Acqua 300 g', 'Salvia q.b.', 'Pane toscano q.b.', 'Pepe nero q.b.', 'Peperoncino fresco q.b.', 'Olio extravergine di oliva q.b.', 'Aglio 3 spicchi']"
Pasta al pane,PRIMI PIATTI,"['Spaghetti 400 g', 'Pane casereccio (tipo pugliese) 300 g', 'Pane (mollica) 50 g', 'Latte intero 630 ml', 'Olio extravergine di oliva 10 g', 'Peperoncino fresco 1', 'Aglio mezzo spicchio', 'Prezzemolo 20 g']"
"Frittata di carciofi, funghi e pancetta affumicata",SECONDI PIATTI,"['Uova 6', 'Carciofi 5', 'Funghi porcini o champignon 200 g', 'Pancetta affumicata a dadini 60 g', 'Latte 3 cucchiai', 'Aglio 1 spicchio', 'Prezzemolo tritato 1 cucchiaio', 'Olio extravergine di oliva 2 cucchiai', 'Sale fino q.b.', 'Pepe nero q.b.', 'Limoni 1', 'Grana Padano DOP 30 g']"
Polpettine in crosta di sesamo,ANTIPASTI,"['Maiale macinato 300 g', 'Manzo macinato 300 g', 'Pane integrale mollica 65 g', 'Grana Padano DOP (da grattugiare) 50 g', 'Semi di sesamo 50 g', 'Semi di sesamo nero 25 g', 'Uova 1', 'Aneto fresco 1 pizzico', 'Sale fino q.b.', 'Pepe nero q.b.']"
Torta golosa con mousse al cioccolato,DOLCI,"['Farina 00 100 g', 'Burro (morbido) 135 g', 'Zucchero a velo 50 g', 'Cacao amaro in polvere 20 g', 'Cioccolato fondente al 75% 90 g', 'Sale fino 1 pizzico', 'Olio di semi 20 g', 'Uova (medie, a temperatura ambiente) 4', 'Zucchero 200 g', 'Acqua 35 g', 'Panna fresca liquida 160 g', 'Cioccolato fondente al 65% 140 g', 'Gelatina in fogli 6 g', 'Confettura di albicocche (da setacciare) 150 g', 'Panna fresca liquida 125 g', 'Zucchero a velo (opzionale) 25 g', 'Cioccolato fondente q.b.']"
Cheesecake veloce di ricotta e frutti di bosco,DOLCI,"['Nocciole pralinate 80 g', 'Datteri 40 g', 'Mirtilli rossi disidratati 30 g', 'Fichi secchi 50 g', 'Sale di maldon q.b.', 'Yogurt greco 200 g', 'Ricotta di capra 300 g', 'Zucchero a velo 25 g', 'Frutti di bosco 200 g']"
Mele al forno ripiene,DOLCI,"['Mele Fuji (4 medie) 920 g', 'Amaretti 8', 'Arance 1', 'Granella di nocciole 50 g', 'Miele millefiori q.b.']"
"Schiacciata con patate, cime di rapa e burrata",LIEVITATI,"['Farina 0 600 g', 'Acqua fredda 450 g', 'Olio extravergine di oliva 40 g', 'Lievito di birra fresco 6 g', 'Sale fino 8 g', 'Semola di grano duro rimacinata (per spolverizzare) q.b.', 'Patate 10', 'Burrata 300 g', 'Cime di rapa 600 g', 'Aglio 1 spicchio', 'Peperoncino fresco 1', 'Salvia q.b.', 'Rosmarino q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.']"
Ghiaccioli mango e lime,DOLCI,"['Mango circa 500 g', 'Zucchero 60 g', 'Succo di lime (circa 2) 40 g', 'Latte di mandorle 280 g']"
Olive all'ascolana vegetariane,ANTIPASTI,"['Olive verdi 450 g', 'Finocchietto selvatico fresco q.b.', 'Cicoria 150 g', 'Bietole 150 g', 'Spinaci 150 g', 'Zucchine 1', 'Cipolle ½', 'Carote ½', 'Sedano ½ costa', 'Parmigiano Reggiano DOP (da grattugiare) 130 g', 'Pane raffermo 75 g', 'Uova 1', 'Olio extravergine di oliva 20 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Noce moscata q.b.', 'Farina 00 q.b.', 'Uova q.b.', 'Pangrattato q.b.', 'Spinaci essiccati q.b.', 'Olio di semi di girasole q.b.']"
Spaghetti all'aglio fermentato e bottarga,PRIMI PIATTI,"['Spaghetti 320 g', 'Aglio nero teste 2', 'Pangrattato 80 g', 'Bottarga di tonno 50 g', ""Acciughe sott'olio 3 filetti"", 'Peperoncino 1', 'Succo di limone 1 cucchiaio', 'Scorza di limone (da grattugiare) q.b.', 'Acqua calda q.b.', 'Timo q.b.', 'Maggiorana q.b.', 'Olio extravergine di oliva q.b.']"
Ravanelli ripieni,ANTIPASTI,"['Ravanelli 50 g', 'Aglio 1 spicchio', 'Basilico 25 foglie', 'Parmigiano Reggiano DOP (da grattugiare) 35 g', 'Sale grosso 1 pizzico', 'Pecorino (da grattugiare) 15 g', 'Olio extravergine di oliva 50 g', 'Pinoli 1 cucchiaino', 'Robiola 80 g', 'Robiola 80 g', 'Menta 10 foglie', 'Pepe nero q.b.', 'Sale fino q.b.', 'Robiola 80 g', 'Olive nere 50 g', 'Olio extravergine di oliva 22 g']"
Primosale alla piastra con verdure di stagione,PIATTI UNICI,"[""Primosale (da 190 g l'uno) 4"", 'Broccoli romaneschi 350 g', 'Cavoletti di Bruxelles 300 g', 'Patate novelle 300 g', 'Carote 250 g', 'Cipolle rosse di Tropea 360 g', 'Rosmarino 1 rametto', 'Sale fino q.b.', 'Pepe nero q.b.', 'Olio extravergine di oliva q.b.']"
Panettone salato veloce,ANTIPASTI,"['Farina 00 270 g', 'Cime di rapa (peso da pulite e lessate) 250 g', 'Burro 165 g', 'Uova (circa 4 medie) 220 g', 'Latte intero 100 g', 'Lievito istantaneo per preparazioni salate 16 g', 'Sale fino 8 g', 'Pepe nero q.b.', ""Pomodori secchi sott'olio 8"", 'Scamorza affumicata 100 g', 'Zucca delica (già pulita) 150 g', 'Mandorle 90 g', 'Mandorle 70 g', 'Olio extravergine di oliva q.b.']"
Strudel di pasta di pane con verdure e robiola,LIEVITATI,"['Farina 0 250 g', 'Miele 10 g', 'Sale 1 pizzico', 'Birra 150 ml', 'Lievito di birra fresco 18 g', 'Timo 1 cucchiaio', 'Parmigiano Reggiano DOP grattugiato 1 cucchiaio', 'Sale fino q.b.', 'Pepe nero q.b.', 'Robiola 100 g', 'Triplo concentrato di pomodoro 1 cucchiaio', 'Zucchine 1', 'Carote 1', 'Zucca polpa 100 g', 'Cipolle rosse di Tropea 1', 'Peperoni rossi 1/2', 'Uova per spennellare 1', 'Olio extravergine di oliva q.b.', 'Peperoni gialli 1/2']"
"Focaccia con alici, fiori di zucca e burrata",LIEVITATI,"['Farina Manitoba 600 g', 'Acqua a temperatura ambiente 440 g', 'Olio extravergine di oliva 50 g', 'Lievito di birra fresco 25 g', 'Malto 1 cucchiaino', 'Sale fino 15 g', 'Fiori di zucca 100 g', 'Burrata 250 g', 'Acciughe (alici) 20 g', 'Olio extravergine di oliva 10 g', 'Scorza di limone 1', 'Origano fresco q.b.', 'Olio extravergine di oliva 10 g']"
Caramelle mou,DOLCI,"['Cioccolato al latte 100 g', 'Zucchero 200 g', 'Panna fresca liquida 200 g', 'Burro 15 g', 'Sciroppo di glucosio 200 g']"
L'Audace,PIATTI UNICI,"['Petto di pollo 100% italiano 300 g', 'Panini da hamburger con semi 4', 'Scamorza affumicata a fette, con latte 100% italiano 80 g', 'Peperoni 630 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Olio extravergine di oliva q.b.', 'Farina 00 200 g', 'Acqua 330 g', 'Birra chiara 50 g', 'Scorza di limone 5 g', 'Sale fino 10 g', 'Maggiorana secca q.b.', 'Timo secco q.b.', 'Pepe bianco q.b.', 'Semola di grano duro q.b.', 'Pane macinato grossolanamente 500 g', 'Cipolle dorate 240 g', 'Aceto balsamico di Modena, IGP 40 g', 'Acqua 250 g', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Amido di mais (maizena) 10 g', 'Zucchero 1 cucchiaino', 'Olio di semi di girasole q.b.']"
Caipiroska all’anguria,BEVANDE,"['Cocomero (anguria) polpa frullata 200 g', 'Vodka liscia 200 g', 'Zucchero di canna 120 g', 'Lime 80 g', 'Succo di limone 140 g', 'Ghiaccio cubetti 24']"
Scarpinocc,PRIMI PIATTI,"['Farina 00 500 g', 'Semola 125 g', 'Uova 2', 'Burro 30 g', 'Latte intero 200 g', 'Sale fino 10 g', 'Grana Padano DOP (da grattugiare) 220', 'Pangrattato 180 g', 'Uova 2', 'Latte intero 190 g', 'Burro 30 g', 'Noce moscata q.b.', 'Chiodi di garofano macinati q.b.', 'Cannella in polvere q.b.', 'Sale fino q.b.', 'Grana Padano DOP (da grattugiare) 80 g', 'Burro 80 g', 'Salvia 1 rametto']"
Spaghetti ai tartufi di mare,PRIMI PIATTI,"['Spaghetti Rigati 320 g', 'Tartufi di mare 1 kg', 'Olio extravergine di oliva 50 g', 'Vino bianco 50 g', 'Prezzemolo q.b.', 'Sale fino q.b.', 'Pepe nero q.b.']"
Millefoglie di caponata,ANTIPASTI,"['Pane guttiau sfoglie 12', 'Ricotta salata 80 g', 'Basilico q.b.', 'Melanzane 600 g', 'Sedano 200 g', 'Pomodori ramati 200 g', 'Cipolle bianche 120 g', 'Olive verdi in salamoia denocciolate 130', 'Capperi sotto sale 40 g', 'Pinoli 30 g', 'Olio extravergine di oliva q.b.', 'Basilico q.b.', 'Sale fino q.b.', 'Aceto di vino bianco 50 g', 'Concentrato di pomodoro 40 g', 'Zucchero 40 g']"
Filetto di salmone con crosta croccante su vellutata di zucchine e menta,SECONDI PIATTI,"[""Salmone sott'olio sgocciolato 400 g"", 'Peperoni rossi 400 g', 'Cipollotto fresco 40 g', 'Zucchine 200 g', 'Olio extravergine di oliva q.b.', 'Acqua 100 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Menta 1 rametto', 'Farina di pistacchi 30 g', 'Pangrattato 30 g', 'Olio extravergine di oliva 30 g', 'Semi di papavero q.b.']"
